Unnamed: 0,review_score,review_comment_message
20321,1,"Não tenho como avaliar porque não recebi o produto, mas acredito ter sido por problema nos correios (greve de motoristas)."
20322,1,Tamanho do tapete n foi compatível com o que foi anunciado na propaganda!!! Porém a qualidade é boa
20323,3,Produto dentro do esperado. Bom.
20324,1,Ainda não recebi o produto
20325,3,faltou uma peca na cadeira
20326,3,okkkk
20327,1,Protudo veio todo danificado
20328,1,Falta duas unidades do outro produto que comprei. 
20329,2,"Ele veio totalmente errado, preciso que vocês respondam meu email sobre devolução "
20330,1,"Está em trânsito há 26 dias e até agora ,nada... acho muito dificil o sistema de comunicação da stark, deveria ter uma forma mais facil de realizar as reclamações!"
20331,3,"Recebi o produto correto, porém houve problemas no envio. Fora isso, tudo ok."
20332,1,Quero um retorno da loja pois estou com problemas ele não liga
20333,3,"a entrega foi rapida, porem poderiam ter pensando melhor na logística e ter entregue junto com a impressora que comprei no mesmo dia!"
20334,1,Bom
20335,3,Produto certo só demora pra entrega 
20336,1,Deveriam ter feito contato.
20337,1,O filtro esta rachado na parte inferior.
20338,1,O produto não foi recebido no prazo sem nenhuma justificativa explicando o motivo do atraso
20339,2,O produto chegou rasgado 
20340,1,Recebi o produto incompleto!! Realizei a compra de.2 portas-retratos e no entanto só veio 1 porta retrato no pacote. Estou tentando entrar em contato com lannister . com e não consigo resolver.
20341,3,"Bom dia!

 Gostaria que a entrega fosse mais ágil."
20342,1,"Demora na entrega, o produto veio arranhado em algumas partes e a película mesmo propria para o celular, e menhor do que a tela. "
20343,2,"Os preços são bons e os produtos de qualidade.O problema não é a loja, mas o serviço de entrega utilizado por eles é o pior do país. Os Correios nunca entregam no prazo."
20344,1,Comprei a cozinha da turma da Mônica e foi entregue o mercadinho.
20345,1,"A Película é do tamanho certo, mas não é curvada como a tela do celular, assim não cola nas bordas ,,... "
20346,1,"Infelizmente as lannister junto com a targaryen, não entregaram meu pedido, foram me avisar mais de 40 dias depois que o pedido tinha dado um problema...
"
20347,2,Veio com um defeito no acrílico que fica bem aparente. 
20348,1,"meu produto foi violado entao nao recebi o mesmo 
peço que me envie outro "
20349,1,"Não recebi o produto, pois não recomendo esta loja, mais a responsabilidade é das lojas lannister
"
20350,1,"Ainda não recebi meu produto, o qual já foi pago, e não recebi nenhuma justificativa sobre o motivo do atraso."
20351,1,Minha compra foi cancelada por falto do producto no stok e ainda não devolveron minho dinheiro. Para que colocam esso na venta cuando não esta en existencia no stok
20352,1,não recebi o produto 
20353,1,Não recomendo mais essa loja. Perdi a credibilidade com vocês.
20354,3,Gostei do produto!
20355,1,"Faltou o item 1, ou seja, não recebi as 2 saias. Quero a outra."
20356,1,Eu não recebi meu preduto. Estou aguardando.
20357,2,Ainda aguardando o produto chegar.
20358,2,"A capa que recebi, apesar da nota estar com as especificações corretas não foi compatível com o meu aparelho.. A capa veio com um tamanho maior. Tentei contato com o stark, e não obtive resposta."
20359,1,Não recebi o produto dentro do prazo estipulado pela loja
20360,3,"Primeira vez que compro e o pedido veio certo, funcionando e dentro do prazo."
20361,1,"Material de péssima qualidade, os iloes rasgados. Preciso de troca ou reembolso."
20362,1,"Procurei as agências do correio o produto não estava postado, não tive nenhuma resposta sobre o mesmo. Total insatisfação, aguardo resposta!
Obs.: Pelo cód de rastreamento já está postado
Mas n rece"
20363,3,Bom
20364,1,"faltou a forma e nao consigo entrar em contato, sempre ocupados"
20365,3,o sensor não tem a letra up em dois sensores com ligo
20366,1,"Ainda não recebi meu produto, já faz 20 dias de comprei e até agora não chegou "
20367,3,So recebi uma das cortinas
20368,3,A parte da cortina em pvc veio descorda mas produto é bom compraria novamente 
20369,1,"Eu não recebi os dois produtos falta 
Kit tapetes para cozinha 3 peças pintado à mão - Cru
1 unidade - R$ 35,00 cada

"
20370,1,"Após esperar mais 15 dias, enfim chega encomenda, comprei um produto com a quantidade de 1.000 ml,
Recebi um com 300 ml."
20371,1,PRODUTO VEIO TROCADO
20372,1,Recebi um produto que não foi o escolhido
20373,1,"O produto chegou com a tampa quebrada, de quem é o prejuizo?"
20374,2,Não gostei da qualidade do produto. Achei caro demais para o que é?
20375,1,"OBS: como voces dividiram, fracionaram o pedido dos controles remotos em ENTREGA 01 e 02 e 03, realmente está faltando entrega (falta um controle remoto da Sony e um controle remoto da LG)"
20376,3,"Comprei um controle remoto Samsung, e assim veio na nota, e recebi um da marca MXT. Como está funcionando vou ficar com ele. Espero que eu não tenha problemas."
20377,1,Produto na foto e uma coisa quando chega e outra veio enrolado em um plástico sem caixa pulseira bem ruim 
20378,2,"O jogo só é bonitinho, pois é extremamente fino e frágil. A entrega foi antes do prazo."
20379,3,Muito bom!!!
20380,1,"Comprei 3 luminarias, recebi apenas uma dentro do pacote apesar de ter assinado o recebimento. Pela primeira vez nas minhas compras com a lannister estou tendo problemas. Estou aguardando solução"
20381,1,Superou as expectativas...
20382,3,"Nao gostei do produto, nao limpa a corrente conforme fala no anuncio"
20383,1,O produto não foi entregue e nem ligaram para avisar o motivo de não ter acontecido a entrega
20384,1,Propaganda enganosa lá na descrição diz que o relógio é isso e aquilo que é bom e tal mas na verdade não é nada disso além de tudo a cor que eu pedi foi dourado e veio uma cor que não é Dourado.
20385,2,Produto de aparência boa porém qualidade baixa não é forrada e o prendedor da alça é de plástico 
20386,1,17 dias para entregar um receiver (do tamanho de um pen drive ) embora tenha sido entregue no prazo de 30 dias.
20387,1,"Boa noite,
Só recebi o esterilizador, não recebi a almofada.
Além disso, o esterilizador veio com a caixa aberta/rasgada."
20388,2,"Os tampos da mesa estavam danificados e aparentemente tentaram pintar com qualquer tinta antes de enviar o que só piorou tudo, acabamento péssimo, lateral do tampo descascando e soltando pedacinho :("
20389,3,"Da parte da entrega, não tenho do que reclamar, veio antes do prazo, tudo em perfeito estado e bem embalado, porém o espelho de acrílico distorce a imagem e fica horrível. A loja, ok. O produto, não!"
20390,3,"porém não funcionou, quando ligou na tomada esquentou e não funcionou mais."
20391,1,"Produto veio com um furo, em uma capa de carro impermeável não pode haver duros, vou adaptar com uma fita mas deixo meu protesto a respeito do produto."
20392,1,Não recebi o produto
20393,1,um mês pra chegar na minha casa
20394,1,Comprei 2 puffs e um chromebook. A entrega foi incompleta. Os puffs nao foram entregues. Tento telefonar para reclamar e nenhum dos telefones consigo falar com um atendente. Lastimável.
20395,1,Sô lamento que paguei o carreto e tive que buscar nos Correios 
20396,2,Achei que o prazo oferecido pela targaryen foi longo demais para uma mercadoria leve e pequena.
20397,3,"A qualidade do produto deixa a desejar, muito frágil."
20398,1,"No site consta como entregue, porém NÃO recebi nada."
20399,1,"Comprei o produto há quase um mês, o pacote teria sido postado no dia 01/02/2018, mas até agora não o recebi."
20400,2,Eu compro sempre nesta loja e gosto
20401,2,"Vcs poderiam verificar melhor o produto antes de sair pois já demora uns dias e ainda vem errado, então verificar melhor a saída do produto."
20402,1,os produtos entregues não são os funko pops originais. são claramente uma cópia. quero meu dinheiro de volta e a devolução destes produtos
20403,1,Não recomendo a loja.
20404,2,"Prezados, Não recebi os dois cartuchos que comprei. Só recebi um!
Solicito a regularização da entrega conforme comprado.
"
20405,1,"Um dos três produtos faturados ( etapa 2) foi enviada errada ( outra composição) do que foi pedido e faturado na nota fiscal. Já solicitei o cancelamento do pedido, só me causou transtorno a compra."
20406,2,"Tinha urgência em receber o produto para dar o presente no dia dos pais, mas não chegou no prazo e não tem nada dizendo o porque da falha na entrega do produto."
20407,1,"Meu produto não chegou ainda ,por isso não recomendo .Respeito se constrói "
20408,1,Comprei a mais de um mês e não chegou até hoje!
20409,1,"Comprei 2 relógios e recebi somente 1. Assinei a entrega porque imaginei que viriam em duas entregas separadas, porém quando abri na nota fiscal estão os dois. Espero urgente uma posição."
20410,2,"não recebi o produto
o prazo já acabou"
20411,1,Foi enviado um produto totalmente diferente do modelo de anuncio! Nada resolvido.
20412,1,Preciso saber da data de entrega pois até agora não recebi
20413,2,"SÓ HOUVE UM PROBLEMA A TINTA PRETA VAZOU, MELHORAR A EMBALAGEM, COLOCAR ALGUMA COISA PARA NÃO FICAR BALANÇANDO, PERDI BASTANTE A TINTA PRETA. "
20414,1,"Fiz essa comora p um controle de smart tv conforme pedido, vcd encaminharam um outro controle q nao tem a opção da smart tv. Sendo assim inútil a compra!!!"
20415,1,"Não recebi o produto até hoje,oos correios alegam que foram até o local, eu estava o dia todo em casa no dia que eles falaram que foram até lá,e as outras tentativas de entrega TB não realizaram "
20416,3,"Como é cobrada a entrega e nos meus dados está que é apartamento, e foi entregue durante horário comercial, deveriam entregar no apto e não na portaria."
20417,1,O correio informou problemas com a entrega...encaminhei 2 mensagens e não tive retorno...Recebi uma ligação no sábado das lannister que a entrega seria no prazo...mas até o momento nada.
20418,1,"A loja está sendo bem correta comigo. Vou devolver o produto. O anúncio dava a entender que era o relógio. Mostravá fotos do relógio, descrição das funções e a redução de preço de 899 por 250"
20419,3,Bom
20420,1,A entrega está atrasada quase uma semana. No dia 11/09 Há dois registros FALSOS de entrega no histórico do site. Nos Correios consta que a encomenda não chegou ao destino. 
20421,1,o frete e muito alto
20422,1,Comprei três cobre leito e até o momento recebi apenas um .
20423,3,ótimo atendimento e produto.
20424,1,Ainda ñ tenhi como descrever o q achei do produto pq até agora não chegou!!
20425,2,"Entrega incompleta, faltou duas peças"
20426,1,Solicitei cancelamento da compra. Prazo de entrega muito demorado
20427,1,Estou a espera do meu pedido
20428,1,"Ainda não recebi o produto nem qualquer satisfação. Por favor, entreguem logo."
20429,1,"Creio que as lannister não deva ter culpa disso, produto de péssima qualidade, vou devolver"
20430,1,Não recomendo essa transportadora targaryen eles falaram que vieram entregar aqui em casa um dia após eu ter feito a compra e não vinheram eu mesma tive que retirar no correio no fim do mundo AFF 
20431,3,Bom
20432,1,Não entregaram o produto e agora estão alegando que há dificuldade na entrega. Uma simples capa de máquina de lavar que deveria ser entregue em um bairro da capital do estado com toda infraestrutura.
20433,1,"Como o prazo de entrega é até 29/08/18 e ainda não chegou, não tenho como avaliar."
20434,1,Não entregaram não tive reembolso 
20435,1,Produto falso! Veio em uma caixinha completamente nada a ver com o produto.
20436,1,Comprei uma capinha transparente e veio uma marmotenta colorida... ridículo..
20437,1,"Produto muito abaixo da expectativa e veio com o lacre aberto, não gostei e já solicitei a devolução do produto."
20438,1,"COMPREI DUAS PEÇAS DE FIOS E SÓ CHEGOU UMA, COM NOTA FISCAL CONTENDO AS DUAS PEÇAS."
20439,3,Recebi um produto diferente do que estava no site há entrei em contato espero que a troca seja rápida.
20440,1,O produto foi enviado com defeito.
20441,1,Ainda nao recebi o produto e ja se encontra atrasado
20442,1,"Tapete veio com defeito,com uma mancha branca.
Pois o mesmo é cinza escuro , e fica bem visível o defeito.
Realmente fiquei muito triste com produto que tanto sonha em ter em perfeita condições.
"
20443,2,"Era pra ser um presente de aniversário, porém ñ foi cumprida a data da entrega."
20444,1,"PEDI UMA CHALEIRA DE 3 LITROS, ME ENVIARAM CHALEIRA DE 2 LITROS, E ESTÃO SE RECUSANDO A TROCAR, "
20445,1,Até o momento não recebi o produto que está atrasado na entrega.
20446,1,Um década pra entregar o produto. Horrível a entrega.
20447,1,"Até o momento meus pedidos não foram entregues, o que está acontecendo "
20448,1,O produto entregue não foi o produto comprado. Até o momento não consegui efetuar a troca. Estou aguardando contato da loja.
20449,1,não foi o produto que visualizei não compro mais nada pela internet nesta lojha
20450,1,Só recebi um item
20451,1,"compra efetuada em 03=02- 2018
fico no aguardo da minha compra
peço agilizar
grato luiz"
20452,2,O produto não foi entregue na data prevista e o vendedor não me informou os motivos da demora para a entrega.
20453,1,"Produto ainda não foi entregue, ainda a aguardar, mesmo com o prazo vencido."
20454,1,Porcaria7
20455,1,"Meu pedido não foi entregue
De São Paulo SP foi para em Belém PA e nunca chegou aqui
"
20456,1,"Fiz a compra, o cadastro, recebi notificação de que o pedido foi entregue em uma unidade do correio, fui na u nidade e nao estava la. Aguardo retorno imediato, todos os itens estao acontecendo o mesmo"
20457,1,O produto veio com o rótulo colado e não impresso igual o original.
20458,1,Os cabos diferentes do produto comprei cabos novos mas não funcionou como efetuar a troca?
20459,1,"Saca rolhas de plástico, EXTREMAMENTE FRACO, que não seria capaz de abrir nem uma mamadeira, quanto mais uma garrafa de vinho. Quebrou no 1° uso! DINHEIRO TOTALMENTE JOGADO FORA! PÉSSIMO! Loja targaryen."
20460,1,"Ainda não recebi, se soubesse que iria demorar tanto bem teria comprado. Estou acostumada a comprar aqui no site, mas nunca uma mercadoria demorou tanto. Estou me perguntando, será que ainda chega?"
20461,1,O produto veio errado.Reclamei na empresa e estou aguardando a solução
20462,1,Não tenho como avaliar!
20463,1,Eu não recebi nada é não consigo fala nas lojas lannister e nem na targaryen. Preciso que vocês me ajude por favor.
20464,1,Meu produto ainda não foi entregue e os correios notificaram que não chegou lá ainda
20465,1,"Realizei a compra via lannister e em 7 dias só para separação do produto e mas 7 dias pra emitir a nota fiscal e em
Dentro de mais uma semana o mesmo ainda
Estava sendo preparado para o envio ."
20466,1,Não efetuou a entrega
20467,3,Produto demorou muito pra chegar.
20468,1,não entregaram a mercadoria completa
20469,1,Comprei um produto nessa loja e não recebi no status da loja consta que o produto foi entregue.
20470,2,gostaria de receber o meu produto que ate gora não
20471,2,Comprei na cor preta e chegou estampada.
20472,3,Poderia chegar mais rápido como os outros produtos adquiridos pela lannister. 
20473,1,"A única coisa q eu não venho gostando em comprar no site de vcs é que algumas das mercadorias q comprei, tive q ir buscar no correio, não chegou até a minha casa, sendo que pago frete."
20474,2,"Foi devolvido devido a vizinha não conhecer pelo nome,mas podem voltar que será recebido, pessoal cliente da entrega.obrigada Eunice
"
20475,2,Onde posso obter informaçoes sobre a minha compra? Ainda não recebi ela
20476,1,AINDA AGUARDO A ENTREGA DESTE PRODUTO. NÃO FORAM ENTREGUES NENHUMA DAS UNIDADES COMPRADAS
20477,1,Recomendo
20478,1,"Comprei 2 saias para cama box,o sedex trouxe 1 só e a nota fiscal dizia que eu estava recebendo as duas,não aceitei a entrega,no dia seguinte vieram entregar a segunda nas mesmas condições da primeira"
20479,3,"A invictus tem tanto potencial pra desenvolver bons canivetes... mas achei eles mto, não sei, ele n da mta segurança pro o que queria tentar."
20480,2,Comprei dois itens e recebi apenas um.
20481,1,Pedi um produto e recebi outro.
20482,1,"Não recebi a mercadoria, mandei um e-mail para empresa pois estava com problema de entrega, mas não recebi nenhuma resposta."
20483,1,"Eu não recebi meu produto
"
20484,1,Eu quero meu dinheiro de volta
20485,1,Produto não foi entregue e não entraram em contato para dá uma posição. Dificuldades para resolução do problema!
20486,3,"Produto perfeito, mas a cor não veio conforme pedido."
20487,3,"O tecido da capa esquenta muito. Valeu a compra do travesseiro, mas a capa poderia ser de algodão ou tecido mais confortável no contato com a pele."
20488,2,O produto tinha a aparência de metal não tinha informações e era boracha
20489,1,por se tratar de outra empresa o prazo de entrega e horrível 
20490,1,DEMORA!!!!!!! FALHA NO RASTREAMENTO!!!! Fiz o pedido a um mês e até agora nada
20491,1,Não fiquei satisfeito com o produto
20492,3,"Produto muito bom, só esperava que fosse um pouco maior, mas ainda assim gostei. Estiloso, leve e prático. Em relação a demora da entrega acredito que a culpa foi dos Correios e não dá targaryen."
20493,2,A cor e compatível com a da foto mas o material. E bem diferente. Bem inferior a da foto. Não. Gostei muito mas a entrega foi muito rápida 
20494,3,bom
20495,1,"Bom preço, mais muita demora na entrega do produto."
20496,1,"Não solicitei cancelamento de pedido, queriam entregar o produto nos correios, mas paguei frete para receber em casa. Recebi vários email que não correspondem à verdade dos fatos."
20497,1," Porque vocês não ligam pra sabe? vocês estão malucos por dinheiro, não querem atender os clientes,o que ta acontecendo? pedi mil vezes pra não entregar a merda do produto e vocês entregaram"
20498,1,Não gostei veio com defeito
20499,1,"Não é a primeira vez que tenho problemas de entrega com a loja. Na próxima vez, caso haja concorrência de produtos, não optarei pela Lojas lannister."
20500,2,"eu comprei 2luminarias, so que vocês só me mandaram 1 luminária, mandei um email pra vocês falando do meu problema, so que até agora ninguém me enviou nenhum email me dando explicação! 
"
20501,3,"Estou aguardando até hoje o recebimento do produto. Parece problema com os correios, mas não é certeza."
20502,3,"O relógio e MUITO maior que parece, não acho que seja um relógio que também se adeque a mulher"
20503,1,Meu pedido veio faltando 1 controle forao pedidos 2 
20504,2,"Não sei se receberei o produto, mas já fiquei chateado por não cumprirem o prazo"
20505,2,prazo longo demais e ainda não chegou.....
20506,2,"Entrega rápida, porem todas as panelas vieram arranhadas nas laterais, a panela de pressão na primeira utilização soltou tinta, elas não são ruins.Pediria troca se não tivesse doado as minhas antigas."
20507,3,"bom dia... recebi meu segundo produto comprado nessa loja, porem o primeiro estava bem embalado e nos conformes, mas o segundo estava com o lacre abaixo da tampa aberto."
20508,1,"Eu cancelei o pedido por me avisarem que nao tinha o produto que eu queria, dizendo ter saido de linha apesar de o produto estar disponivel no site! Ja se passou 1 mes a ainda nao estornaram o valor ."
20509,1,Tive que cancelar a compra o vendedor não conseguiu entregar o produto no prazo.Acredito que a targaryen é intermediario do vendedor que pena.
20510,3,"Não posso dizer nada a respeito da demora devido a greve, mas ainda acredito que chegará, pois ja comprei uma vez nessa loja e deu tudo certo."
20511,1,Loja com prazo grande para entrega
20512,1,O produto que recebi é totalmente diferente do que é divulgado nas fotos do anúncio! Produto de qualidade baixa. Dá pra perceber que as etiquetas são diferentes. Estou muito insatisfeito!
20513,1,A minha tinha zíper essa é da loba
20514,1,"Nota fiscal com divergências ao pedido...de dois itens comprados veio somente um...
"
20515,1,JA LIGUEI PRA VOCES RECLAMANDO ESTOU AGUARDANDO UM RETORNO
20516,1,"Recebi o produto dentro do prazo, mas a balança estava oscilando demais o peso."
20517,1,Loja parceira do stark sequer entrou em contato.
20518,3,Comprei duas unidades da cortina e só foi entregue uma unidade em 26/01/18.
20519,1,"Tintas falsas, embalagens deslavadas... estou correndo atras do prejuízo!!"
20520,1,Satisfeito
20521,2,"Sem garantia, vou levar numa loja pra saber se é original "
20522,3,A capinha que encome dei era dourado com preto e a que chego pra mim é dourada com beje e de outra marca ainda.mas como não vale a pena troca tudo bem e tbm gostei dela assim mesmo.
20523,3,Qualidade inferior à esperada.
20524,1,Nao recebi meu produto
20525,1,"odiei a compra pois paguei frete e tive que retirar nos correios , tudo que comprei na lannister foi entregue na minha casa ..não compro mais.."
20526,1,"Não cumpriram o prazo de entrega..que aliás já é muito demorado, faz mais de 15 dias q efetuei a compra e até agora nada..."
20527,1,produto diferente do anunciado 
20528,1,"Produto chegou com embalagem toda amassada, nota fiscal correta(com 110v), porém, o produto é 220v."
20529,2,"Feito de madeira q absorve umidade.. 
Não recomendo. Muito caro para o material utilizado. "
20530,2,Está faltando receber um produto: Pulseira Masculina de Couro Caveira Couro Legítimo + Pedra Preto 20 
20531,1,"Prazo de Entrga muito longo , e quando chega a data prevista , não entrega. - PessimoParceiro"
20532,1,Continuo esperando a entrega dos produtos
20533,1,"Não recebi o produto, se até o dia 28/05 não tiver resposta vou procurar o procom"
20534,1,Espero uma Satisfação por que não foi entregue até hoje.obrigado Simone
20535,1,Achei a qualidade do produto muito inferior ao que detalhava nas informações. A qualidade do tecido não me agradou.
20536,1,Antes de recomendar a loja preciso ver se a loja irá trocar o produto que veio com defeito. Para mim minha compra não foi finalizada ainda.
20537,1,"Minha encomenda foi atingida por incêndio em unidade operacional dos correios. As lannister ainda não se pronunciou pelo caso, se vai mandar uma nova encomenda, se vai me devolver o dinheiro, etc."
20538,1,Comprei um produto confiando na idoneidade das Lojas lannister e recebi um produto pirata. Liguei pra comunicar o ocorrido e fui ignorado! Vou procurar meus direitos!!!
20539,2,"comprei duas mangueiras e so recebi uma, na nota fiscal conta duas e no pacote veio so uma. Quero uma solução para este problema. Desde ja agradeço"
20540,1,"Infelizmente a prestadora de serviços não tem capacidade de avaliar nem o tamanho de um capacete pedi um 61 veio um 58 
Fiz a devolução perdi a vontade é o encanto pelo produto e pela loja"
20541,3,Recomendo 
20542,1,"Ruim, até o momento o produto não chegou"
20543,3,"Eu passei MT raiva com esse ""relógio"" e o aplicativo que as vzs funcionava e as vzs n "
20544,3,comprei 2 mangueiras e veio apenas 1
20545,1,"Ainda não recebi o produto, ia mandar mensagem hoje mesmo para saber o que aconteceu, apesar do atraso sempre recebi em dias meus produtos, esse foi o 1° por isso ainda recomendo. "
20546,1,"Comprei duas válvulas solenóides iguais. Paguei o mesmo produto com quantidade 2 (dois). As válvulas são iguais, mas as roscas são diferentes. Uma é BSP, com passo igual a NPT, a outra tem passo maio"
20547,3,"As informações da descrição do produto eram poucas e me levaram a idealizar um produto um pouco diferente do que comprei, não satisfazendo totalmente as minhas necessidades. "
20548,1,"Comprei começo do mês passado.Passou quase 1 mês sem o produto chegar e nem chegou,tanto q cancelei.E ate no cancelamento a loja esta demorando mt pra fazer o estorno. Quero meu dinheiro de volta logo"
20549,1,Não recebi um dos produtos..atendimento pelo sac é péssimo pessoas mal treinadas.sempre compro pelo site lannister nunca tive problemas mas dessa vez horrível..sem explicações atendentes péssimos 
20550,1,espero que essa venda tenha sido cancelada pois não recebi ! 
20551,3,"Atendeu bastante as minhas expectativas, fácil manuseio em relação ao ajuste de horas dentre outras funções."
20552,2,A previsão de entrega do produto era dia 01/08/2018. Estamos no dia 03/08/2018 e ainda não recebemos (nem o produto nem NF).
20553,2,Só um problema!!!# comprei com selo prime e estão me cobrando frete
20554,3,"Só deveria cumprir com o que está no anuncio...
Veio uma cor bem diferente do anuncio... "
20555,1,"O produto não chegou até o momento e o prazo era até dia 25.09 e recebo hj 27.09 um email avisando não ser possível realizar a entrega.
Muito descaso com o cliente."
20556,2,Eu estava esperando um de moto e veio um de bicicleta
20557,1,"Loja completamente descompromissada com o cliente. No ato da compra a data de entrega era uma. Após finalizar a compra, a data era outra diferente do anunciado e mesmo assim até hoje não entregaram."
20558,1,"O produto tem uma péssima qualidade, foi enviado sem nenhuma embalagem desente e não foi entregue num curto prazo"
20559,1,Achei que o produto fosse melhor!bom
20560,3,"A loja sim , mais o site me deixou a desejar pois fiz essa compra com vale e não me enviaram um item alegando que não foi autorizado o pagamento se foi confirmado no dia da compra 
"
20561,1,O remédio não é Original
20562,1,Eu comprei 3 unidades do pendente de só veio 1 até agora e ainda não obtive nenhuma resposta até o momento não posso efetuar nenhuma avaliação 
20563,2,"Não é um produto que chega e é passível de instalação. Sem manual, é necessário entrar em contato com a empreaa fabricante. Um produto caro que exige plataforma Windows para instalação e configuração."
20564,2,Vieram 2 rastreadores e nenhum dos dois funcionou. O fornecedor falou que o lote inteiro veio com problema. Devolvi e estou esperando o reembolso.
20565,1,Não recomendo a ninguém a empresa pois até agora não receber meu produto . 
20566,2,"produto entregue fora do praso, devido a falhas do correio, entregue em 18/03
obrigado"
20567,2,"Recebi o copo, não recebi o kit pia"
20568,3,Bom produto 
20569,3,"boa tarde
até o momento nao recebi o material"
20570,1,O produto ainda não chegou pra mim esta sendo ruim.
20571,1,Ainda não recebi o produto 
20572,3,"O produto atende as expectativas. Somente a entrega não foi como sempre, ao invés de chegar em minha residência tive de ir aos Correios buscar."
20573,1,"Produto de péssima qualidade ,não gostei pedi a devolução "
20574,1,"Pedi um relógio de 3 pulseiras, sendo uma azul, uma preta e uma vermelha. Veio um relógio com uma pulseira roxa, uma cinza e uma vermelha. Quero devolvê-lo e receber o q pedi ou meu dinheiro de volta."
20575,1,Até este momento ainda não recebi meu suporte de TV. Infelizmente não posso recomendar essa loja para ninguém.
20576,3,"Me entregaram só três arranhadores, eu comprei quatro, está faltando um."
20577,1,NÃO RECEBI MATERIAL NEM RETORNO DA EMPRESA targaryen
20578,3,Numero correti da casa é 51.
20579,1,Qútero fazer a troca e estádemorando muito
20580,1,"Meu pedido foi cancelado sem a minha solicitação no dia 20/11 e até agora não estornaram meu dinheiro! 
Era presente, foi muita falta de proficionalismo."
20581,1,"Sempre comprei tonner pela Kalunga, a primeira vez que pedi por essa loja, o tonner estourou na minha impressora! Quero meu dinheiro de volta ou outro produto em bom estado."
20582,1,não tenho ainda
20583,3,"Comprei dois produtos e veio faltando um produto, enviei uma reclamação e estou aguardando resposta."
20584,1,Comprei o matizador e quando chegou era de outra marca... só acho que deveriam mandar o que realmente o cliente comprou....
20585,1,Ainda não recebi o produto
20586,1,Meu Produto Ainda Não Foi Entregue.
20587,1,Comprei dois produtos da mesma loja porem recebia apenas não recebi nenhum retorno da loja ate agora 
20588,1,"Ainda não recebi o produto. Fiz a compra do produto a 30 dias, e estou muito insatisfeito. Até Agora meu problema não foi resolvido"
20589,1,"Comprei duas cortinas e recebi apenas uma.
Era pra dar de presente,infelizmente não deu certo."
20590,1,Esse adesivo rasgou todo quando tentei colar na parede. Uma frustração. Super difícil de remover do papel e quando consegui ele rasgou e amassou. Resultado: foi para o lixo. Meu dinheiro jogado fora! 
20591,2,Produto não funciona
20592,1,"Paguei pelo frete como sempre e deixaram num correio muito mas muito longe da minha casa, não terem deixado em minha casa nem foi o problema, mas poderiam muito bem deixar em um correio mais proximo!"
20593,1,"Recebi o relógio e adorei,mas ele veio com defeito.Ponteiro quebrado😡"
20594,3,Difícil contato com baratheon mas a loja fabricante me ajudou.
20595,1,Não entregaram então não tenho como avaliar o produto.
20596,3,"A imagem divulgada da a impressão de que se trata de dois itens, porém na verdade é apenas um."
20597,3,"Muito bonita, amei recomendo."
20598,1,Estou aguardando o retorno para estorno do valor e devolução do produto errado
20599,1,"nao responem email, ate hoje nao recebi o produto e nao dao satisfacao quero meu dinheiro de volta"
20600,3,"vcs podiam abaixar o valor do frete e colocar de vez enquando frete gratis,seu frete e muito caro!!!!
"
20601,2,"comprei um abo dourado usb tipo-c + usb V8 + ightning 3x1.
A nota fiscal e a caixa vieram do cabo dourado que comprei, mas o cabo veio prata."
20602,1,"O péssimo trabalho dos correios, nõ entregaram meu produto. Entrei em contato com eles e me disseram que o produto foi devolvido ao remetente, sendo que os mesmos nem chegaram fazer a entrega"
20603,3,produto mais ou menos.. qualidade razoavel. esperava melhor
20604,1,atér o momento não recebi meu quadro!
20605,1,Meus produtos nao vieram completos comprei 3 produtos e vieram somente um e estou aguardando uma resposta do stark sobre o ocorrido quero saber se vao devolver meu dinheiro ou mandar os produtos 
20606,3,O produto foi comprado em 6x no cartão e foi cobrado em apenas uma vez. 
20607,1,"Chegou com a caixa machucada .
Ao abrir , o produto avariado .
Tentaram maquiar o vidro quebrado que estava por baixo , mas eu vi .
Pior compra que já fiz , vergonhoso ."
20608,1,"O relógio que veio com uma falha no vidro
Mal acondicionado na embalagem
Estou totalmente insatisfeito gostaria de devolver a mercadoria"
20609,1,Nunca comprei um produto na americana q demorasse tanto!
20610,2,"Pedido correto, antes do prazo. Porém, a pelicula já veio um pouco trincada na lateral esquerda.

"
20611,1,Aviso que comprei nas Américas e se não receber vou divulgar na internet e entrar no procon. Quero o meu produto 😡estou furiosa 
20612,1,"Cancelei esse pedido, nem era para chegar o e-mail em questão e tenho outros 2 pedidos pendentes, com atraso na entrega, sem qualquer suporte das lannister."
20613,1,"Recebi apenas um item do pedido. Entregaram o relógio, mas o porta cápsulas ainda não foi entregue."
20614,1,"Eu Comprei dois óculos e vieram dois brincos 
Quero trocar o produto"
20615,3,Entregue no prazo
20616,1,"Infelizmente não estou satisfeita com esta compra, pois recebi o produto errado, comprei Unaro Pecan e recebi Canela de Velho, não estou conseguindo trocar. Será que alguem pode me ajudar ou deverei i"
20617,2,Após efetuar duas compras de um mesmo produto recebi informações que não procediam.
20618,3,"recebi apenas a bota, as taças não foram entregues."
20619,1,O cabo carregador para tomada e carro nao foi entregue
20620,1,Não chegou disse q tava com problema e até agora nada...preciso saber vai chegar ou não... preciso saber..
20621,2,Correio não entregou na minha residência tive q ir busca lá correios
