,review_score,review_comment_message,Sentiments
16839,1,"Não gostei do produto , não tem qualidade nenhuma , muito fraco",K Thích
16840,1,meus caros ainda estou esperando a entrega do meu pedido e ainda não recebi e isso faz 40 dias,K Thích
16841,1,AINDA NÃO RECEBÍ O PRODUTO !!!,K Thích
16842,1,Não chegou o produto ,K Thích
16843,1,foi entregue so q nao esta funcionando ,K Thích
16844,3,Comprei dois controles e so veio 1,K Thích
16845,3,"ola vcs mim mandou a chave errada de 13 mm é uma chave chinesa de péssima qualidade,,, o que eu comprei foi uma Chave Biela 9 16mm ok eu agora como ficamos ?",K Thích
16846,2,Comprei uma capa na cor preta e chegou uma dourada na nota fiscal vem preta mas quando recibo o produto veio dourada ,K Thích
16847,1,"Não recomendo a loja, estão anunciando tinta original Epson e não é. Uma falsificação quase perfeita. Revoltado devido a tentativa de ludibriar o consumidor. ",K Thích
16848,3,fora a demora esta ok,K Thích
16849,3,poderia ter chegado em menos dias.,K Thích
16850,1,"Já fiz compras anteriores. Recebi faltando 1. Nota Fiscal consta a quantidade certa comprada desse produto: 6, mas recebi 5. Falta receber tbm outros produtos para piscina, baldes de cloro. ",K Thích
16851,1,pessima estou esperando minha postagem pra devoluçao do meu pedido e ate agora nada ja esta co 10 dias e nada,K Thích
16852,3,"Ainda não sei se recomendo, se devolverem meu dinheiro ai sim vou recomendar!!!!",K Thích
16853,3,"Entrega muito rápida... Apenas acredito que seria bom o vendedor informar no site que o produto possui apenas frente, não tem verso e ilustrar isso em fotos",K Thích
16854,1,Xxx,K Thích
16855,1,estou aguardando,K Thích
16856,1,Já se passaram quase um mês e nada preciso da ajuda de vcs,K Thích
16857,1,Depois q o app foi atualizado fikou 1 porcaria!!!!!!!!!!!!!!,K Thích
16858,1,recebi o produto errado ,K Thích
16859,1,"Total falta de respeito com o consumidor. Além de não realizar a entrega que tinha um prazo enorme, ao longo do período, pedi mais detalhes do status para acompanhar o processo e nunca ligaram.",K Thích
16860,2,"ainda estou verificando o atendimento quando precisamos efetuar uma troca ou resolver um problema, esse é o referencial de qualquer atendimento.",K Thích
16861,1,"Eu comprei o produto, a qualidade dele não é a oque esperei, o valor na nota fiscal veio diferente do preço anunciado, tentei entrar em contato com vocês 5 vezes, para devolver o produto e vocês nada.",K Thích
16862,1,Produto veio faltando duas peças e eu pedi a troca e até agora nada nem resposta,K Thích
16863,3,"Eu fiz o pedido de dois produtos, porém só recebi uma. ",K Thích
16864,1,comprei e nao recebi o produto vou colocar na justiça,K Thích
16865,1,"Cartão Micro SDClasse10Com Adap64GB Sandisk , rec. dif. do anunciado não funciona parece prod. paralelo reportei no site das lannister o ocorrido em 17/05/18 até o momento não tive nenhum retorno",K Thích
16866,3,Comprei um produto em que no anúncio mostra ser uma película com bordas arrendondadas e chegou errado. Espero que seja reembolsado. Esperei tanto pra chegar errado.,K Thích
16867,1,"FOI FEITO O PEDIDO DE 2 (UND) DO PRODUTO, CHEGOU APENAS 1(UND), E MESMO ASSIM FORA DO PRAZO DE ENTREGA, JÁ ENVIEI VÁRIOS EMAILS PARA RESOLVE O PROBLEMA E ATE AGORA NÃO OBTIVE NENHUMA RESPOSTA.!",K Thích
16868,1,Não recebi até agora! Não indico,K Thích
16869,1,"Foi pedido um kit com 10 unidades e foi entregue 1 unidade , faltando 9 peças.",K Thích
16870,2,O produto é inferior ao que imaginei estar comprando,K Thích
16871,1,"Não recebi o produto, pois não havia mais deste no estoque. Assim, espero re-embolso na próxima tarifa do cartão de crédito.",K Thích
16872,1,Produto entregue não confere com o comprado no site,K Thích
16873,1,"produto ainda não foi entregue, depois de dias da compra.
Péssima loja.",K Thích
16874,2,"O produto vendido pela targaryen chegou em uma caixa de papelão, embrulhado com papel de jornal. Produto sujo que necessitou de limpeza. Um absurdo. É triste ver as lannister com parcerias tão ruins.",K Thích
16875,3,Favor procurar utra transportadora...Correios sem qualidade.,K Thích
16876,2,"Extrema demora na entrega. Aliás, nunca tive uma compra que houvesse tanta demora. Peço ajuda do baratheon para resolver esta entrega. 
Grato ",K Thích
16877,1,"O produto foi entregue sem estar na embalagem adequada, o que danificou o produto.",K Thích
16878,1,"Embalagem do produto totalmente descuidada, produto delicado sem nenhum tipo de proteção.",K Thích
16879,1,a qualidade é baixa,K Thích
16880,2,"Recomendo a loja, infelizmente a entrega esta demorando mais que a previsão estipulada! ",K Thích
16881,1,Meu pedido foi depositado dia 27/11 e já é dia 28/11 e não o recebi. Nem mesmo uma explicação pela demora na entrega. Ainda estou aguardando.,K Thích
16882,3,demorou mais chegou,K Thích
16883,2,Quando meu produto estiver entregue posso avaliar.,K Thích
16884,1,"Segunda vez que compro no site, e o produto não foi entregue na minha residência. Sei que é um problema dos correios, mas nós pagamos o frete da mesma forma.Existem outras empresas de frete para isso.",K Thích
16885,1,Achei os carrinhos muito frágeis p/ o preço cobrado. Um deles soltou a a parte de cima nos primeiros 5 minutos de brincadeira. Escolhi comprar neste site pq achei que eram de boa qualidade.,K Thích
16886,1,"Não recebi o que comprei, mandaram outro produto e não consigo contato para trocar pelo correto ou cancelar a compra.",K Thích
16887,2,Comprei um jogo de cama lençol e recebi um cobre leito,K Thích
16888,1,"Fiz 02 (DUAS) solicitações de CANCELAMENTO dessa compra, e ambas foram ignoradas. Mesmo com 02 (DOIS) pedidos de cancelamento o produto foi entregue na portaria do meu prédio.",K Thích
16889,1,comprei um controle de ar de condicionado consul e recebi um controle remoto de televisão,K Thích
16890,1,"muita demora na entrega, produtos comprados com os demais chegaram à muito tempo.",K Thích
16891,3,"recebi apenas a forma de gelo e a forma de bolo amarela. A forma de bolo girassol, na cor rosa, não me foi entregue. ",K Thích
16892,1,falta uma cortina e um tapete,K Thích
16893,1,Recebi o produto correto porém é muito fraco e começou a rachar já na montagem.,K Thích
16894,1,"Todas as etapas de entrega tiveram um problema, o objeto chegou com atraso em tudo e até agora consta que não chegou à unidade do rio de janeiro, sendo que era pra eu ter recebido o produto no dia 10",K Thích
16895,2,"apesar do produto ter sido entregue dentro do prazo solicitado, o prazo de entrega é muito longo e a entrega demorada. para se ter ideia o mercado livre entrega mas rapido.",K Thích
16896,3,"O produto demorou bastante para chegar, e recebi email avisando q estavam com dificuldade na entrega, acredito q foi por conta dos correios e nào da loja... Mas foi no prazo",K Thích
16897,2,"Fiz comprar lannister d 2 carteira paguei 
Por 2 carteira e p minha surpresa qd abrir 
Caixa só tinha 1 carteira !
Obs. Nota fiscal veio constando q tinha 2 
Sendo q só veio 1 ! 
E agora como fi",K Thích
16898,3,"Comprei duas cadeiras com o pé cromado, porém vieram 2 com os pés de plásticos..",K Thích
16899,1,"Mando emai mais ninguém me responde, não recebi meus produtos. Eu quero meu dinheiro de volta.",K Thích
16900,1,O produto baixa qualidade comparado com o da propaganda ,K Thích
16901,3,"Paguei para ser em casa mas os Correios não entregou mesmo tendo gente em casa 24h pois minha irmã esta operada e não ppde sair nem ficar sozinha em casa, se não fosse meu caminho eu iria devolver",K Thích
16902,1,"Não gostei dos travesseiros! Achei que fossem bons, não gostei mesmo!",K Thích
16903,1,Nao gostei do produto pois veio com detalhes no acabamento e com sinais que ja foram uzados,K Thích
16904,1,Não enviaram o produto correto e ainda estou esperando a resposta de devolução! ,K Thích
16905,1,O produto é totalmente diferente do que está sendo mostrado no site. Muito inferior.,K Thích
16906,1,Produto deve ter extraviado,K Thích
16907,1,"Estou achando que está demorando muito.Gostaria de saber porque.Ja passou do prazo.Aguardo tetorno
",K Thích
16908,1,Os produtivos não foram entregues até o presente momento. A expectativa de recebimento foi frustrada. O valor foi debitado do cartão. Não recomendo a compra com esse fornecedor. CUIDADO!,K Thích
16909,3,O Objeto não é igual ao mostrado no site,K Thích
16910,1,"O pedido demorou vários dias para ser apenas faturado! sob a justificativa de que cumpria o prazo elastecido que colocam! Cancelei o pedido e mesmo assim enviaram! Recusei a entrega, não quero mais",K Thích
16911,1,"Comprei 3 conjuntos, veio apenas 1",K Thích
16912,1,"Realizei a compra na quantidade de 02, porém recebi apenas 01 e na nota fiscal a quantidade é de 02. Oque eu faço ?",K Thích
16913,1,"O produto não chegou e agora esta dizendo no rastreio que estão aguardando estoque, mas quando comprei dizia que tinha em estoque.",K Thích
16914,1,"Pedi o cancelamento do produto no mesmo dia da compra e não fui atendido, então ou a targaryen age de má fé ou tem funcionários incompetentes...
",K Thích
16915,1,O produto veio com defeito nos botões de ajuste.,K Thích
16916,1,Não recebi o produto ainda,K Thích
16917,2,No rastreamento esta q entregou o meu pedido ao destinatário mas nada chegou em minha casa ate o momento ,K Thích
16918,1,Demorou muito para enviar o produto. Conclusão ainda está no correio três dias após da data de entrega.,K Thích
16919,1,"Eles não entrega 
Péssima loja 
Não recomendo 
Quero meu dinheiro de volta 
",K Thích
16920,2,"Cor do produto no anúncio é completamente diferente da cor do produto que recebi. 
No anúncio é um marrom ""forte"" e o produto que recebi um marrom ""fraco"" muito diferente. ",K Thích
16921,3,"Caixa da mercadoria arranhada mesmo estando bem embalada. Pino do relógio desenroscado(solto).Prazo, preço, feedback ok.
Mas mercadoria não chegou 100%.",K Thích
16922,2,não entregaram meu produtoe já passou o prazo,K Thích
16923,1,"Produto aind não foi entregue e já passou o prezo dado pela empresa 
",K Thích
16924,3,"Comprei dois produtos , chegou apenas um, quero meu boné",K Thích
16925,1,"Recebi 3 copos iguais indevidamente, como faço para fazerem as trocas ?",K Thích
16926,1,se não tem estoque não poderia ter a opção de compra.,K Thích
16927,2,"Não dei mais estrelas pois ainda não instalei para ver se esta tudo certo, mais é igual descrito.",K Thích
16928,3,O anúncio não diz nada sobre ser 220V. Me lasquei!,K Thích
16929,1,comprei (02)Duas unidades e recebi apenas 01,K Thích
16930,1,obrigado vou recomendar mais pessoas material de primeiraparabens.,K Thích
16931,1,"O produto no site aparece com as estampas mais bonitas, as cores mais vivas. Quando você recebe, o fundo da cortina não é branco e nem a estampa floral é tão bonita como aparece no site, parece velha.",K Thích
16932,1,"Mandou produto errado, comprei com ilhoes prata e veio branco, com costura se desfazendo. Agora vou ter que trocar os ilhoes pra ficar igual as outras. Não recomendado é não compro nada dela",K Thích
16933,1,Comprei 02 cartuchos e recebi apenas um no dia 04/12/17,K Thích
16934,3,"O produto esteticamente é bonito a entrega foi antes do previsto, mas a trava do cinto da cadeira é muito fraco a própria criança consegue abrir com a mão. ",K Thích
16935,2,"a caçarola veio, mas as bolinhas não.",K Thích
16936,3,"Produto entregue dentro do prazo e sem problemas. A qualidade do produto não é boa, as camadas de espuma EVA foram coladas desalinhadas com a concha externa de ABS havendo sobra na parte frontal.",K Thích
16937,3,Houve atraso de 6 dias em relação ao informado e não houve atualização da data.,K Thích
16938,1,"Comprei dois produtos e só me entregaram 1. O primeiro levou 19 dias pra entregar. Hoje é dia 22 e o prazo é dia 27, então vemos que a loja não vai cumprir o prazo..",K Thích
16939,3,"O tecido do mosquiteiro é boa a qualidade e é lindo, so o dossel que veio diferente da foto e veio sem os parafusos, mais o material dele é bom, mais compraria novamente sim, estou pensando em persona",K Thích
16940,3,O vendedor poderia especificar que o relógio se trata de uma réplica. Nem a embalagem me agradou. ,K Thích
16941,3,"Sugiro treinar melhor os atendentes via telefone pois embora a compra e a entrega tenham sido boas, quem me atendeu para esclarecimentos via telefone quase pos tudo a perder",K Thích
16942,1,"Comprei duas luminárias iguais. Chegou uma caixa grande contendo somente uma luminária, a NF descrevendo 2 luminárias e o status de entrega como se tivesse entregado. Um trabalho danado resolver. ",K Thích
16943,2,A compra foi equivocada por não haver descrição informando qtd de pipetas presentes na caixa.e na imagem que se apresenta trata-se de uma caixa que contém 3 e foi comprado esperando 3 porém só tem 1. ,K Thích
16944,3,"Entrega rápida, por isso q gosto de comprar por o site.",K Thích
16945,1,Não entregaram o meu produto,K Thích
16946,1,Dei nota baixa pois sao dois pedidos e o outro do aparelho celular veio faltando 1 e até agora não recebi 😡,K Thích
16947,3,Embora tenha recebido corretamente acho que deveria ser mais rápido entre o pedido e entrega,K Thích
16948,2,"Adorei a rapidez, o produto veio do jeito que pedi mas a película veio toda trincada. Não vou mandar de volta pq não vale a pena pagar o correio por conta do preço do produto.",K Thích
16949,1,"Meu produto ainda não foi entregue.
Pode ter sido por falta de gasolina no pais mas mesmo assim preciso de uma posição de vocês.",K Thích
16950,1,"Ainda vou vê se chega a tempo marcado
Aguardando minha encomenda",K Thích
16951,1,Fiquei dececionada o produto É bem diferente na foto é lindos ao vivo é bem fajuto eu não compro mas esses produtos vou ir na loja perdeu uma cliente propaganda enganosa. ,K Thích
16952,1,"O produto ainda não foi entregue, o prazo dado no ato da compra já expirou.",K Thích
16953,2,"Fiz essa compra já tem quase um mês, e até agora ainda não recebi meu pedido. ",K Thích
16954,1,"Deixem bem informado ao cliente que o produto nao esta disponivel no estoque,pois vocês esperam o cliente fazer a compra e emitem nota fiscal de um produto que nao esta disponivel mais e nao avisam .",K Thích
16955,3,"Estranhei o fato do produto ter sido entregue por outra empresa WG de Souza no lugar de targaryen, conforme anunciado no pedido.",K Thích
16956,1,Até o momento não recebi o produto.,K Thích
16957,3,"O produto chegou no prazo máximo para entrega, mas veio em perfeitas condições
",K Thích
16958,1,Acho um desrespeito pediram pra buscar no correio cheguei lá o produto já não estava sondor de cabeça ,K Thích
16959,2,O dia da entrega estava agendado 03/08 porém não recebi,K Thích
16960,1,"Anunciaram o produto no site, depois de comprado e pagamento aprovado, cancelaram porque não tinha em estoque!!!!",K Thích
16961,1,"vou terminar de pagar a mercadoria e não recebi, muito insatisfeito com a compra.",K Thích
16962,1,"Produto recebido com riscos, descrição do produto não condiz com a realidade.",K Thích
16963,3,"houve muita demora no envio do produto, mais de 10 dias para enviar o produto, o que parece que a loja não tinha o produto em estoque, ou foi descaso mesmo.",K Thích
16964,3,Tudo ocorreu bem ,K Thích
16965,1,"Até hoje não recebi o produto , o que eu faço ???????",K Thích
16966,2,Previsão para a entrega do produto até o dia 19/02. Hoje dia 21/02 ainda não recebi.,K Thích
16967,2,"A película não encaixa, não possui o formato do modelo Xperia XA1 ",K Thích
16968,1,No primeiro dia que utilizei o produto o mesmo já não funcionou.,K Thích
16969,1,ja pedi a devoluçao do produto mas ate a gora nao tive resposta da amaricanas,K Thích
16970,2,"A foto estava errada o produto que comprei foi pela foto, enviaram outro. Preciso trocar",K Thích
16971,1,Vc paga um frete caro e não entregam na sua casa.,K Thích
16972,2,Oi!O produto não veio de acordo com o pedido.Veio de outra cor.,K Thích
16973,1,"Comprei 3 produtoa e so recebi 2 , gostaria de saber o que falta porque nao recebi???",K Thích
16974,1,Demora a entrega,K Thích
16975,1,Ruim,K Thích
16976,1,Eu não fiquei satisfeita com a minha compra.,K Thích
16977,3,não recebi nenhuma satisfação que o prazo para entrega havia sido alterado.,K Thích
16978,1,"Veio riscada, botão quebrado, fio descascado e o pior se é uma derretedeira de chocolate para lifar a temperatura tem que ser a partir de 20°C e essa liga a partir de 50°C. Isso queima não derrete.",K Thích
16979,2,Medio,K Thích
16980,2,"tudo correu bem com a loja e com a entrega mas o produto não funcionou, vou devolver",K Thích
16981,1,O vendendor so me vendeu um item. O outro não sei quem foi e não foi entregue. Erro do site comprei dois intem paguei um único frete. So olha na NF ,K Thích
16982,1,"To esperando até agora meu relógio, mais 2 dias cancelo a compra. ",K Thích
16983,1,NO SITE MOSTRA UM PRODUTO E ENTRAGA OUTRO E NÃO ACEITA QUE ESTÁ ERRADO. NUNCA MAIS COMPRO DAS lannister,K Thích
16984,1,"Só recebi 1 produto, mas comprei 2.",K Thích
16985,2,"Comprei duas unidades, mas na embalagem veio apenas uma, quero saber o que houve, pois paguei dois e recebi apenas um.",K Thích
16986,3,Só achei um pouco demorado o prazo de entrega. Sugestão: diminuir esse prazo,K Thích
16987,1,"Encomendei uma lona e recebi um ursinho e uma caneca cujo destinatário, conforme nota fiscal, seria Ana Maria Pires Queiroz.
Já fiz duas notificações via site da loja e não recebi o retorno. ",K Thích
16988,1,"Cuidado com as compras nessa empresa targaryen. Trata-se de empresa sem nenhuma credibilidade!
Me sinto lesado, enganado e arrependido! Lojas lannister, espero que tome alguma providência urgentemente ",K Thích
16989,1,"Produto preto, reembalado na caixa de um branco. Muito amassado no fundo em um modo que qlr um perceberia, não estabiliza. Caixa em perfeito estado, foi amassado antes de ser entregue aos correios.",K Thích
16990,2,"O pedido tem duas etapas, uma foi entregue a outra não. Estou aguardando, são fintas para impressora do computador.
Grata por receber o produto e poder continuar prestigiando as Lojas lannister",K Thích
16991,1,"Logo em seguida que eu fiz o pedido, que verifiquei que teria compro o produto errado solicitei o cancelamento, o qual nao foi realizado, Eu expliquei o motivo falei da troca por outro produto ",K Thích
16992,1,"O PRODUTO AINDA NÃO FOI ENTREGUE, CONFORME PRAZO INFORMADO PELA EMPRESA E ATÉ O PRESENTE MOMENTO NÃO RECEBI NENHUMA EXPLICAÇÃO. É A PRIMEIRA VEZ QUE ACONTECE. ESTOU NO AGUARDO DO RETORNO LOJ AMERICANA",K Thích
16993,1,ja reclamei varias vezes e ate hoje não sei onde foi parar o produto que comprei. quero cancelar esta compra e quero meu dinheiro de volta.,K Thích
16994,1,Recebi um produto diferente do qual eu pedi,K Thích
16995,3,"Recebi produto, porém vou devolver por motivo de voltagem. Na minha região é 220v
",K Thích
16996,3,A entrega foi no prazo mas infelizemente não é melhor do que a das Lojas lannister.,K Thích
16997,1,A loja não respondeu minha pergunta e não recebi meu produto. Comprei na stark e não na targaryen.,K Thích
16998,2,meu produto veio com defeito não esta funcionando,K Thích
16999,1,"Não recebi o produto ao qual encomendei! Recebi outro, que não era do meu menor interesse, no local.",K Thích
17000,1,Gostaria de abrir protocolo sobre o não recebimento desse produto,K Thích
17001,3,Recomendado pq e um produto bom,K Thích
17002,1,"Comprei duas unidades de uma garrafa em formato de vidro de caveira, e só chegou uma.",K Thích
17003,1,Venderam produto na qual não tinha no estoque e não me avisaram ... Na qual tive que comprar em outro parceiro,K Thích
17004,1,Não recebi o produto nem tenho notícias do mesmo. ,K Thích
17005,2,"recebi os dois de cor errados, já enviei de volta há uma semana, e não tive mais notícias.",K Thích
17006,3,"Não usei o produto ainda, mas pareceu um pouco frágil.",K Thích
17007,3,O tapete não é tao peludo quanto a foto... ele é bem fino e os pelos bem baixos.,K Thích
17008,1,"Não gostei de receber item por item, já que se trata do mesmo produto. Preciso de 4, comprei 4 e vou receber separadamente, péssimo!",K Thích
17009,1,"Foi absurdo o que aconteceu,estava constando 5 peças em estoque .
Fiz o pedido , aprovou o pagamento ,deu o código de rastreamento ,fiz o agendamento com o mecânico para trocar a peça é cancelaram.",K Thích
17010,1,"Mandam email informando problemas na entrega e solicitando cancelar ou não o pedido; ao tentar cancelar informam que o produto foi entrgue dia 12, não foi; entregam dia 18/05/2017",K Thích
17011,1,"O piano veio com o botão de volume quebrado e desde o dia 27/01 estou tentando trocar o piano e não consigo, nunca mais compro no stark e nem dessa targaryen",K Thích
17012,1,"O produto veio sem nenhuma proteção, um plástico bolha, um papelão. Veio sem nada e a encomenda veio do Sul do país. Como chegaria ao Rio de Janeiro intacto?????? Impossível. Estou muito desapontada. ",K Thích
17013,1,veio uma amostra e não o tubo de base ,K Thích
17014,1,sem palavra pra descrever,K Thích
17015,1,Nao recebi o produto ,K Thích
17016,1,Ja passou o prazo e não recebi o produto.,K Thích
17017,1,"Até o momento, não me dizem nada. Isso é péssimo p a americana. Trata o cliente pessimamente mal.",K Thích
17018,2,"A empresa precisa fazer um estudo dos correios para onde vão a mercadoria, ainda não recebi o produto pois o mesmo está preso desdo dia 22/11 em um correio de reputação ruim.",K Thích
17019,2,"Uma loja que só pensa em pegar o dinheiro do cliente, mas não entrega mercadoria.",K Thích
17020,2,"Foi entregue bem antes do prazo,mas não foi o que eu esperava.",K Thích
17021,1,Comprei dois e recebi apenas um.,K Thích
17022,1,Produto não foi entregue,K Thích
17023,1,Não gostei por que me mandaram a cor errada,K Thích
17024,1,Toalhas super finas.,K Thích
17025,1,Comprei 04 unidades de Omega 3 1200mg e mim mandaro 03 unidades de Amora Miura 500mg!!!!!!!!,K Thích
17026,2,"Produto chegou bem rápido, porém, quando conecta na tomada ele acende a luz, porém quando conecta alguma coisa no adaptador a luz enfraquece e o aparelho não funciona.",K Thích
17027,3,"Bom, comprei de presente para meu pai que está acostumado a usar relógio Orient automático, não gostou, pedi a devolução do produto",K Thích
17028,1,"Chegou sujo e com a tinta grudenta. A fita de led já veio descolando e a fonte é enorme, impossibilitando a instalação na parede. Não tem suporte para pendurar em parede, nem apoiar em mesa. Péssimo!!",K Thích
17029,3,Bem organizado... Recomento...,K Thích
17030,1,"Péssimo, sem qualidade, material vagabundo, horrível, não vale nem 10 reais, totalmente pirata ",K Thích
17031,1,Jabpassou do prazo da entrega do produto é até hoje n recebi,K Thích
17032,1,"Comprei um bebedouro dia 08/04 e me deram um prazo de até o dia 30/04 para me entregar, hj já são 02/05 e não me entregaram não comprem nada vendido e entregue pela targaryen mando emails e não respondem",K Thích
17033,1,Nao recomendo comprei uma cortina é veio só as varetas de colocar as cortinas,K Thích
17034,2,o produto possui péssima qualidade. igual um tambor de 5 reais vendido em lojas do Centro. ja a loja eh Boa e entregou antes do prazo ,K Thích
17035,2,"Informado que o produto chegaria até dia 19/04, sendo que foi comprado no início de abril. Já é dia 23/04 e nada do meu produto chegar...",K Thích
17036,1,"Não recebi o produto, o site lannister informa que o produto foi entregue, jé encaminhei um email e não recebi resposta. Meu pedido constitui em dois ""Funko pops"" e só recebi um.",K Thích
17037,1,"Infelizmente, o produto não chegou até o momento. 
Estou aguardando alguma informação concreta das lannister ou do fornecedor quanto a esta situação. 
Por gentileza, me dêem algum retorno. ",K Thích
17038,3,ok,K Thích
17039,1,N veio produto Beats phill. Mandaram na cor diferente q pedi e o produto veio com defeito. N liga msm depois de carregar.,K Thích
17040,1,"Comprei o jogo superking e veio o jogo padrão normal (pequeno)!
Sequer tomaram o cuidado de ver o que despacharam!
É o pior: a NF vei com a descrição do lençol Super King (falsidade ao Fisco).",K Thích
17041,3,"Só foi entregue apenas um produto, a nota fiscal veio constando apenas um produto, mas a compra foi de dois produtos.",K Thích
17042,1,"Ainda não recebi o produto foi comprado desde fevereiro, o que houve com a entrega? Vai chegar ainda? ",K Thích
17043,1,"Pode ter ocorrido falha no sistema mas, até a presente data, meu produto não foi entregue; embora conste o contrário no sistema de rastreamento.",K Thích
17044,1,"Apesar de estar listado como disponível em estoque, o produto não estava disponível.",K Thích
17045,3,"Recebi parte do pedido, comprei 6 cartuchos, mas recebi somente 5. Já enviei uma mensagem. Por favor, poderiam verificar onde foi parar o outro cartucho? Obrigada",K Thích
17046,1,um dos produtos foi entregue em cor diferente do solicitado. O vendedor deveria informar ao cliente a troca antes de enviar o produto.,K Thích
17047,3,A cadeira veio muito arranhada,K Thích
17048,3,"Comprei 2 cartuchos achando que eram do mesmo fornecedor. Por fim paguei 2 fretes desnecessários pois 2 cartuchos foram enviados separadamente em datas diferentes .
Não gostei. ",K Thích
17049,1,Não entregou no prazo por isso a avaliação ruim. Ainda não recebi o produto ,K Thích
17050,1,"ATE MOMENTO NÃO RECEBI O PRODUTO
AGUARDO RETORNO FORNECEDOR.",K Thích
17051,2,"Bom produto com um bom preço, mas demorou pra postar a mercadoria nos correios (+10 dias), vencendo assim o prazo de entregra, que era para o dia 21/12. Deve levar mais mais 7 dias pra chegar ainda...",K Thích
17052,1,Não posso avaliar pois ainda não recebi,K Thích
17053,1,"Olha a cola que me mandaram não cola o produto odiei 
Gostaria de saber o nome da cola que usa para colar essa porcaria ",K Thích
17054,1,"Comprei 3 pendentes, 1 veio amassado. Reclamei e até agora não entraram em contato para me informar como vai fazer para me reembolsar.",K Thích
17055,3,"Bom produto, porém, no site achei que fosse bem maior, mas está bom. Recomendo...",K Thích
17056,1,"Realizei o pedido e pagamento de um pendente meia lua amarelo e do kit de 4 arandelas.
No entanto o pendente não veio, e preciso urgente, alias comprei justamente pelo prazo de entrega.",K Thích
17057,3,Produto bem diferente da foto.poderia ter sido embalado com mais proteção.pois chegou meio riscado!!sem falar na demora da loja parceira para fazer a postagem!,K Thích
17058,1,"Recebi os produtos errados.Não consigo reclamar com a lannister. Preciso que sejam substituídas.
PS: NOTA FISCAL Nº 015094
 BALASSA E BONFATTI MAGAZINE LTDA EPP
 06/10/2017",K Thích
17059,3,"A compra foi efetuada como cartucho original Canon, que é o que desejava, no entanto veio um cartucho similar",K Thích
17060,2,Recebi o pedido em 8 dias.,K Thích
17061,3,A loja lannister e a entrega foi ótimo. Já o produto não é tão bom quanto aparenta. Mas da pra uso.,K Thích
17062,1,Veio a fonte e quatro emissores mas o aparelho transmissor não veio ,K Thích
17063,1,Comprei o produto faz mais de 25 dias e não recebi.,K Thích
17064,1,Não chega no prazo e ainda não dão informações ,K Thích
17065,1,"Consta como entregue mas não recebi.
",K Thích
17066,1,"Gostei do produto, mas veio com a numeração em algarismo Romano errada. O número 4 está escrito como IIII.",K Thích
17067,1,"Bom dia,

Fiz a compra de 2 toners e recebi somente 1 pelos Correios. Diante disso solicitamos uma posição sobre a entrega do 2° toner que não recebemos.

Desde já agradeço,

Att.,

",K Thích
17068,1,Por enquanto estou no aguardo da troca do produto,K Thích
17069,1,"Falta de compromisso em todos os sentidos, que não pode ocorrer numa venda.",K Thích
17070,2,Recomendaria se não tivesse pressa para receber o produto no quesito entrega esta perdendo feio para concorrência uma loja desse porte se enrrolar tanto p fazer uma entrega tem q agilizar essa parte.,K Thích
17071,1,"O produto não chegou, entendo como uma falta de respeito com o consumidor.",K Thích
17072,1,"muito grande nao dar pra coçar em ambientes pequeno.
",K Thích
17073,3,"Recebi o produto dentro do prazo porém, no anúncio diz que o tapete mede 1,80 e o meu veio só com 1,47.",K Thích
17074,1,Não cumpriu com o prometido,K Thích
17075,1,"Comprei por volta de 20/02/2018 e até agora (22/03) o produto não foi entregue. E sequer pode ser culpa apenas dos Correios, já que foi postado apenas na semana passada!",K Thích
17076,3,"Lustre bem pequeno , nao era o q eu esperava",K Thích
17077,1,Até o momento não recebi o produto,K Thích
17078,3,Produto simples e funcional.,K Thích
17079,1,:(,K Thích
17080,1,Estou aguardando ainda o recebimento do produto.,K Thích
17081,1,"Se eu soubesse que iria demorar tanto para chegar o produto chmais tinha comprado nesta loja. O produto chegou hoje, e veio quebrado! É lamentável! ",K Thích
17082,1,"O cartucho que seria de alto rendimento, na verdade não durou mais que 100 impressões, a maioria em modo rascunho.
Quando utilizo o cartucho 664xl original , ele dura em média o dobro.",K Thích
17083,2,"Comprei um produto, recebi outro completamente diferente, ja abri uma reclamação, estou aguardando retorno.",K Thích
17084,3,"Sem manual ou embalagem, enrolado apenas em plástico bolha. Mas pelo menos chegou intacto. Veremos nos próximos produtos.",K Thích
17085,1,Gostaria de saber quando vou receber meu relogio,K Thích
17086,1,não foi entregue o produto que seria na data de ontem 19/12,K Thích
17087,1,"Senhores boa tarde!
Informo pelo presente que o produto acima citado não foi entregue até a presente data.
Att,
Adnailde",K Thích
17088,1,"Comprei 2 cartuchos

Recebi apenas 1 cartucho",K Thích
17089,1,"Gente... é inacreditável a desorganização desse stark...
Nao tem histórico ?
Não compro mais nesse loja.",K Thích
17090,1,"o produto não foi entregue, foi pelo correio e não receberam no local. Não consigo falar na loja para resolver",K Thích
17091,1,"Recebi o material bem antes do prazo informado, mas fiz o pedido para receber a caixa do Pet na cor azul e entregaram na cor rosa. ",K Thích
17092,3,O produto foi entregue. Porém não veio a nota fiscal. Como faço para ter recebê-la?,K Thích
17093,3,"O envio ocorreu rapidamente, porém, ainda não recebi o produto. Está parado desde 25|02|2018 nos Correios. E não sei ao certo a localização.
",K Thích
17094,1,Paguei o frete e o meu protudo não foi entregueb,K Thích
17095,3,Gostei da rapidez.,K Thích
