Unnamed: 0,review_comment_message,Sentimentabds
1328,I wish i could buy this is more colors! so easy to dress up or dress down,
1329,Love this dress!!! must try on to see how cute is really is.,
1330,,
1331,Looks great! it is more off white/tan then white though,
1332,,
1333,"Fits perfect. i'm 5'3 and the size 2 regular fit perfect. not too long it too short, just perfect.",
1334,,
1335,Love these jeans! the material is soft and very flattering on the hips.,
1336,Love the pattern of this tunic. it's comfy and unique.,
1337,Bought this dress to wear to work. love it! great buy,
1338,Beautiful color and soft texture. this piece is flattering and can be worn in many seasons.,
1339,Love the fabric. comfortable to wear with jeans or a dress. good for those cool fall mornings.,
1340,"As cute in person as the picture shows. good quality, worth the money!",
1341,My favorite jeans i have ever purchased! they fit just right. i wear them everywhere.,
1342,Awesome jeans. cute and comfortable! size down as they run a little big.,
1343,,
1344,,
1345,Mom loves these and she looks great going to the gym! the cut-outs are so cute!,
1346,,
1347,Beautiful! color is true to pictures. no stretch. no liner. looks good with white or nude tank.,
1348,Super soft and comfy. so far not stretching out but still recommend buying down a size.,
1349,,
1350,This top is perfect to dress up and dress down. pair it with high wasted pants and you are set!,
1351,,
1352,Love this top. got xs fits perfectly. wish it came in more designs,
1353,,
1354,,
1355,"These pants are fabulous ! i want more colors !
and i got them on sale !!",
1356,I will find myself reaching for this top time and time again,
1357,Love it. goes well with a lot. super soft,
1358,Fabric is so comfy! color is gorgeous! fit is flattering for large chests.,
1359,,
1360,,
1361,,
1362,,
1363,This top was a great purchase even though it's a bit expensive. love the colors and the fit.,
1364,I love this shirt! it is so feminine and comfortable! will be on repeat!,
1365,I got this in the dark coral color. it is lovely. i'm taking it to hawaii!,
1366,"Love this top, flattering on my post baby body. its feminine and soft",
1367,,
1368,,
1369,,
1370,,
1371,,
1372,"Adorable, comfortable piece. runs slightly big.",
1373,,
1374,,
1375,"Yes,you need these, so comfortable - and wash up perfectly - workout, walking or great to sleep in",
1376,"Great summer shirt. loose fitting, but especially wide. the button gather in back is a nice detail",
1377,,
1378,Cute top for jeans or capri pants. love the sleeve length.,
1379,,
1380,Horrible fit not true to size again aline outside of the dress and a very tight camisole underneath,
1381,,
1382,,
1383,These pajama pants are beautiful but very sheer and very delicate.  not ideal for a mom with kids,
1384,These leggings are loose fitting and the quality is just not there.. i am returning the item.,
1385,Thee are beautiful pants. so soft to the touch. true to color. ca.t wait to wear them in the fall.,
1386,,
1387,"Love it! easy to wear, true to size. there is a slight texture which makes it very cozy",
1388,Beautiful lace detail and very soft material. runs a little big.,
1389,I ordered this for my friend and she loved it!,
1390,Love this top. looks much better on than the hanger. the color and fabric are very nice.,
1391,These are nice and light weight and comfortable,
1392,,
1393,I love this top! tassels are not too big. material is thick. i wish is was a little longer though.,
1394,"I really like this top, a nice spin on a class sweatshirt. fun with a pair of jeans or cords.",
1395,"Great everyday dress. i bought a small (5'9, 135lbs) and it really fits nicely.",
1396,This is the cutest cardigan. i purchased it in the red. i wish there were more colors,
1397,Love the shirt! fits great and is so cute! a must have for fall!,
1398,"Beautiful sweater, perfect length, surprisingly warm",
1399,Nice warm long cardigan that can work for many seasons. works well over a dress.,
1400,,
1401,This piece is very comfortable and feels well made. it is not slimming.,
1402,Love this sweater but it's too large. will exchange for smaller size because i really want it.,
1403,,
1404,Great piece. using as a night gown. slept in it last night. like a dream.,
1405,"Got this in gray, pretty good quality, all around good basic.",
1406,"I generally wear a 27. jeans fit perfectly. skinny, but not too skinny.",
1407,,
1408,,
1409,Love this dress. going to wear it for thanksgiving. love the material.,
1410,,
1411,Length too long and waist to high. these are not sized for petites.,
1412,,
1413,Huge! normally wear a medium and this was huge and very unflattering.,
1414,Liked the netting around the collar but the whole blouse was very baggy. order size down.,
1415,This dress is super flattering. i love everything about it!,
1417,Really love the print of this dress and the eyelet detailing around the neck! very flattering!,
1418,"I love wearing this pullover with leggings and boots. it's soft, comfortable, and loose fitting.",
1419,,
1420,"I am 5'3"", 118 lbs and fit perfect in size s petite. good material and flatting!",
1422,Ordered this online and thought it was more of a red than the true orange that it is,
1423,,
1424,,
1425,,
1426,Luv the loose fit and quality fabric - great piece for layering.,
1427,Bells out to much i had to send it back,
1428,"Absolutely stunning. the color, the pattern, the quality. i love everything about this top.",
1429,"Love the style of this sweater and it just happens to be warm, too!",
1430,,
1431,"I second that above review who states ""worst blouse i've ever ordered""",
1432,Not flattering if your have large top. made well and very cute for thin no boob person,
1433,Great sweater - heavy without being too warm. great layering piece.,
1434,,
1436,"Love these jeans, comfortable fit and material is soft.. fit true to size and have a good rise.",
1437,The linen fabric is elegantly thin feels and looks lovely,
1438,Good quality tank. very flowy and longer if you are short.,
1439,This top is so pretty in person. it bells out at the bottom just the right amount.,
1440,"This is a nice, heavy sweater for cold days and lounging in jeans. very comfortable and flattering.",
1441,"Super soft, super comfy pants. pain in the butt to iron out the wrinkles they came with.",
1442,This pants are comfortable and classy. they go fantastic with tall booties as it gets colder.,
1443,,
1444,,
1445,Probably one of my favorite turtle neck sweaters! it looks so chic and cute on!!,
1446,This is a very flattering blouse. gorgeous detail with the beading!,
1447,,
1448,,
1449,"My daughter loves these, she wears them around the house all day when she doesn't have to go out.",
1450,,
1451,,
1452,,
1453,Love this! fits great. warm and soft. would recommend,
1454,Too pricey for the quality of this imported product.,
1455,,
1456,"This is a great piece, you can do many things with it. i wore it to work and church :)",
1457,I love pajama pants by this company. i have a couple now and they are all so soft and lightweight.,
1458,"This top is fun to wear & looks great with black, grey or my wine color jeans!! love it!",
1459,I thought this was a sweet design but it is too boxy for me.,
1460,,
1462,,
1463,"Super cute dress and very flattering. simple, fresh, and fun!",
1464,"The torso runs a bit long, but this is otherwise a comfortable, and cute dress.",
1465,Dress is awesome and makes you look skinnier.,
1466,Beautiful flattering blouse,
1467,,
1468,"This is an all-purpose outfit, well-made, good material. it can be worn many ways.",
1469,,
1470,,
1471,"Comfy, but constantly picking pills off of it, from first wear.",
1472,"Comfy, will be great with a sweater or vest over it.  love the pink color.",
1473,,
1474,"I ordered a small, but it was way to big. it was very soft.",
1475,,
1476,"Long, thin, tunic.  perfect over leggings, great for casual day but look pulled together.",
1477,,
1478,,
1480,"This dress can be casual, or you can dress it up for going out. i just love this dress!",
1481,I just ordered this top and i love it! it is a perfect top for fall days with a cute leather jacket.,
1482,Nice dress to wear while seasons are transitioning,
1483,"Loved this dress online, but my small pettie stature made me looks like an orphan from the prairie.",
1484,Love this top. a little heavy but looks great with shorts or white jeans.,
1485,Most comfortable and great looking! i got complements from everyone! literally!,
1486,"Love love love this in the pink! not as big a big of the off-white, but it's nice too.",
1487,,
1488,This is totally different. great addition to my wardrobe!,
1489,Great unique style top for casual or dress,
1490,,
1491,Really cute fun print. nice summer dress..,
1493,I love this! very comfortable & cute dress. true to size & picture. can't wait to wear it!,
1494,,
1496,,
1497,"Great style and the color, can be dressed up or down. i love it!",
1498,Wish i would have bought them in every color. love,
1499,"I am 5'3"" and 115 lbs. i ordered 2 on a whim and i'm so happy i did because they're so flattering.",
1500,Not for the curvy women. fit in the waist but bunched around the crotch,
1501,Worth every penny. i sized down one size and they look amazing.,
1502,The dress is true to fit and very soft. you can dress it up or be casual with a denim jacket.,
1503,,
1504,"This dress is easy to dress up or down, and is very comfortable.",
1505,"This jacket is a show stopper.  great fabric, beautiful embroidery.  well worth the price.",
1506,,
1507,I love this sweater. comfortable and flattering. great for going out causal and staying warm!,
1508,,
1509,"I bought this dress because i thought it would look good on her, and it does.",
1510,The perfect simple black top. great fit - can be dressed up or down. closet staple!,
1511,"Lovely dress, but i would recommend ordering a size smaller than you normally do.",
1512,"Green- feminine and flattering, love this dress!!",
1514,"It slips on easily, is soft & flattering. it will definitely be my ""go to"" dress.",
1515,,
1516,Over all this is very cute . it is very short. but has very good quality material.,
1517,Fit true to size and very well. hit the leg at a good length. i'm 5'5. they were perfect.,
1518,,
1519,On the picture shows the belt.doesn't come with the belt.,
1520,"This is a thick sweater. it is pretty, but has a short length.",
1521,Great color and fit and feminine,
1523,Love this top! very flattering and fits true to size! top hits below mid thigh.,
1524,,
1525,Very cute top. the sleeves were more quarter length on me. looks great with jeans,
1526,"Great boyfriend style jeans. run large, though - i had to order a size down.",
1527,"These jeans run true to size, very comfy and i love the frayed bottoms",
1528,,
1531,"I love this sweater because it is an edge to it, fit is true to size and its soft and confortable",
1532,,
1533,,
1534,Fits perfect!,
1535,,
1536,"Beautiful dress, stretch material makes sure it fits the figure nicely. great value.",
1537,,
1538,,
1539,,
1540,,
1541,"The design of the pant hangs nicely and fit,well,",
1542,,
1543,"This coat is so gorgeous, it's true to size, fits perfectly, warm and flattering.",
1544,"This dress is very beautiful and looks great on, however had to downsize one size.",
1545,,
1546,,
1547,,
1548,The small is huge on me and the sweater is very itchy. cute idea but not for me. i will return it.,
1549,This top is awesome! it fits well and has a flattering shape. it's true to size and i love it!,
1550,"Love it - love the color, fabric and buttons. really comfortable! relaxed fit",
1551,,
1552,Love this top! perfect for fall/winter! it does run large but it looks great! love!,
1553,,
1554,,
1555,,
1556,,
1557,"This sweater is so soft, beautiful and well made. it runs just a bit large, but i love the look.",
1558,"Ordered a size 0, my usual at retailer... very flattering, fits well",
1559,"Very comfortable, looks good on. like the fabric also.",
1560,"Gorgeous, but so, so, small. recommend ordering 2 sizes up.",
1561,"This is not only comfortable but incredibly flattering. being 6'0"" it's also long enough for me.",
1562,Very well made dress but runs extremely small! definitely size up!,
1563,,
1564,So disappointed! i couldn't even get it on. definitely order a size up!,
1565,,
1566,This skirt is so flattering and comfortable!,
1567,Super comfortable; great with jeans or leggings. i would definitely order a size down.,
1568,"This shirt is so comfortable, soft, and super cute. definitely recommend!",
1569,Extremely well made tank top. great for work or a night out.,
1570,This dress is wonderful. fits perfect. very comfortable. wonderful colors.,
1571,,
1572,This tunic is lovely and versatile. looks great over a pair of jeans or as a dress!,
1573,,
1574,,
1575,,
1576,"I look like i put a baggy bag over my head. also, the material really seemed like fake velvet to me.",
1577,It is very cute. i think actual one is much better than the picture.,
1578,"Cute and different
looks good belted
will try with lace leggings",
1579,Love! color and fabric are beautiful! new fav,
1580,Love this dress and the color,
1581,,
1582,,
1583,This is the perfect dress to wear casual or dress up a bit - perfect for fall and super comfy!,
1584,"I felt comfortable wearing this to a party. easy to wear and accessorize
.",
1585,,
1586,"Love the color of this shirt! i wear it under a brown leather jacket i purchased, in store!",
1587,This shirt is thin and shapeless. the quality is h&m esque. unflattering. not a fan,
1588,Love it - material is soft and color goes will with any color.,
1589,A comfortable shirt that has a touch of dressy to it.,
1590,So comfortable and soft but starting pilling after one wear! sending back.,
1591,"I really love this camisole, but it's shorter than i expected.",
1592,,
1593,"Very cute, great fit and super comfortable. perfect for fall with tall boots",
1594,,
1595,Love the versatility of this dress. looks better in person!,
1596,This is a wonderful style.,
1597,Dress runs very large. quality is great and the pockets are a great addition.,
1598,,
1599,,
1600,,
1601,"So pretty. 5'4"" 115 lbs and the xs fits perfectly.",
1602,,
1603,These pants run large than the true size. it is so comfortable and can be dress up or dressed down.,
1604,Worth every single penny. size up - they are very tight!,
1605,I love these pants. they fit great!,
1606,,
1607,Beautiful sweatshirt top that can be worn to work.,
1609,,
1610,"Looks great on. fits beautifully,",
1611,,
1612,"Love this jacket so much! so comfy and great for traveling. i love the fit and the way it wears,",
1613,Great jacket. love that the hoodie insert is removable so i can wear just the outer jacket for work.,
1614,It's a great light jacket for early spring. ideal topper for jeans or denim skirt.,
1615,,
1616,Like this top. it's not too thin but still remains cool. too bad it has to be hand washed.,
1617,"Great looking, please dry clean it or you'll ruin it, fits well, easy to make an outfit look stylish",
1618,"Love the style and fit, but it does stretch out during wear. by the end of the day, it feels big.",
1619,I love this top. it is comfortable and different from other tops in my closet!,
1620,,
1621,"Great layering top. so comfy, feels soft as my pjs. bought it in 3 colors.",
1622,"Very flattering, the material is not the softest but it's an easy one to throw on with jeans",
1623,,
1624,I loved the shirt until i washed it! awful fabric quality. cheaply made.,
1625,The shirt is very comfy and is slenderizing in the waist area.,
1626,I had high hopes for this top but it was too big and too much fabric.,
1627,Great transition into fall for layering. easy breezy dress up or down-is thin so it does need a cami,
1628,This is such a cute top. perfect for fall layered with a sweater!,
1629,,
1630,I love the tiger print. its subtlety is the perfect added quirk to an outfit.,
1631,"This dress looks great with bright color, but size runs small.",
1632,"Fun, sexy underwear but rides up in the front. will return",
1633,,
1634,,
1635,,
1636,,
1637,,
1638,This is perfect if you are looking for comfort and style in the same bathing suit.,
1639,,
1640,I bought it in black and cream! great weight. soft fabric. beautiful lace.,
1641,Comfy and different. almost like a sweater fabric.,
1642,"So happy with this top. i love the fabric, the colors and the flowy fit!  definitely recommend!",
1643,Not sure what to think! i had great plans for this dress,
1644,This is so cute and i love that it is not heavy or bulky.,
1645,Love this dress! ordered a 0p and it fit perfectly.,
1646,This is so flowing and perfect to hide any flaws.i adore it!,
1647,Material is strange. triangle top is funky. this is just not awesome in any way.,
1648,,
1649,,
1650,,
1651,Looking forward to wearing this on a beach holiday !,
1652,Love these shorts. such a pretty print!,
1653,,
1654,,
1655,Way too big and had a granny like styling. was very excited but ultimately took it back.,
1656,I love the tie dye and the accent stitching. back detail is fun!,
1657,,
1658,,
1659,Beautiful and comfy!!!! love it!,
1660,Perfect except a little snug around the hips. very forgiving silhouette.,
1661,Loved this dress and was even happier to learn i could order it in petite!!,
1662,I love this dress. very comfortable. soft? absolutely!,
1663,Sheer and lightweight. perfect for summer. great detail could not justify paying full price.,
1664,"Soft fabric and long, flattering, perfect for leggings",
1665,,
1666,Love this shirt! so comfortable and the style is really flattering.,
1667,"Adorable & comfortable. i'm 5'3"", 115 lbs, and ordered an xs.",
1668,,
1669,Fits great and goes great under cardigans and jackets,
1670,,
1671,,
1672,Very cute dress for 5'5 or taller,
1673,"Really cute top, normally order a s or xs. based on reviews, i ordered a m and good fit.",
1674,"Cut out design, no seems or hems.
 very disappointed in retailer",
1675,,
1676,It's way more distressed than it looks in the picture and that was a no for me.,
1677,,
1678,,
1679,,
1680,Great dress for vacations!,
1681,"Poor quality, material looks much thinner and cheaper than pictured.",
1682,It was huge. material looked good but was too bulky. will be returning it.,
1683,"Fits great. structured, but still comfy. figure flattering.",
1685,"I'm 5'1"" and this top was too long for me. it's pretty but expensive for what it is.",
1686,"Nice fit, very comfortable if you wear a thin shirt underneath.",
1687,This shirt is simply pretty. it's light and dresses up a distressed pair of jeans.,
1688,Gorgeous lace detail on this classic swimsuit. absolutely love it! fits true to size.,
1689,,
1690,The sleeves are small. should buy a larger size than usual. other than this is perfect.,
1691,Like it; but it's quite short and rather boxy. i'll keep it because it's pretty versatile.,
1692,Love the look. love the fit for both professional and casual looks!!,
1693,"Nice quality, beautiful colors. so nice i bought another as a gift.",
1694,"Comfortable, stretchy fabric; both colors are beautiful",
1695,I love this skirt!! i'm trying to find the perfect place to wear it :),
1696,This sweater is very comfy and looks great with tighter leggins. beautiful color,
1697,Fits great and the material feels great on! going to buy a second one in a different pattern.,
1698,,
1699,"Love this! perfect in the summer with bright, strappy heels or sandals or booties in the winter.",
1700,"Love this henely, the lace-up is cute. the shirt is comfy. so versatile. beach coverup or over jeans",
1702,Beautiful. elegant. sexy. i love the fit. can be dressed up or wear with jeans. it's great!,
1703,"Nice sweater, just did not look good on me. sorry, going back.",
1704,"The color of this cardigan is beautiful, and the material is very soft.",
1705,Unforgiving to even your smallest imperfections.,
1706,,
1707,,
1708,I love this sweater. it is a beautiful color and i love the boxy shape. very soft.,
1709,I'm 5'8 140 lbs and small worked perfectly. great dress!,
1710,Lucky enough to have the chance to try this on in the store! the sleeves are not big,
1711,"Lovely socks, great color, stitched well, a little thin",
1712,"Love, love, love this top. so flattering and forgiving. bought it in white - great for summer!",
1713,,
1714,"Cute socks, very comfy as well. good quality in person.",
1715,It is the perfect shirt that looks and feels great. i wear a size 4 and it fits perfectly.,
1716,,
1717,,
1718,,
1719,"These bottoms are comfortable, soft and fit perfectly. the pattern is exactly the colors online.",
1720,So soft and comfortable!,
1721,This top fits so well and looks much better on than in the picture.,
1722,Love this top-that simple,
1723,"Nice fit, wish it was a little longer but i really do like it and feel good when i wear it",
1724,Love this top! runs true to size. exactly as pictured.,
1725,,
1726,,
1727,,
1728,,
1729,,
1730,,
1731,,
1732,,
1733,,
1734,"Great fit, looks excellent with jeans as well as tucked in with a pencil skirt.",
1735,"Super cute and comfortable. has a shape, not boxy.",
1736,"Fits great, comfortable!",
1737,I loved how soft the top was on my skin... plus the sexy detail in the back was a win !,
1738,,
1739,"This is a great quality top. it did not look great on me, since i am quite top heavy. but is lovely.",
1740,"Soft, slouchy, and comfortable.
what more could you ask for?",
1741,This is a beautiful skirt that is extremely well made.,
1742,"So soft, high quality, perfect poncho sweater that will go with every pair of jeans you have. love!",
1743,This jacket is perfect. swings just the right amount without looking too big.,
1744,,
1745,"Beautiful fabric, great quality, fits true to size. love them!",
1746,This is a cute casual dress that could be worn with flip flops or boots.,
1747,I absolutely love this piece. it's a beautiful and chic piece that is perfect for any occasion,
1748,,
1749,"Top is very cute and wearable, fit is boxy but nice.",
1750,,
1751,,
1752,Absolutely stunning dress. true to size and flows like a dream.,
1753,This is such a comfy dress and recommend it to anyone. pairs amazing with leather boots and hat,
1754,"Love the length and long sleeves. so comfy to sleep in! great purchase, i ordered the navy one too!!",
1755,,
1756,Great top! very easy to wear. looks great with jeans or dressier pants.,
1757,"Very comfortable nightgown, love that it had pockets. fit is as expected.",
1758,,
1759,"Just fab. great length, great pattern, flattering fit, and even pockets!!",
1760,,
1761,,
1762,,
1763,"This top is so fun, but more importantly, it is sooooo soft and comfortable!!",
1764,,
1765,,
1766,This is a great transition piece. wear with jeans or dress it up with a cute skirt.,
1767,,
1768,Love love this sweater vest! quality is wonderful and the fit is great. highly recommend!,
1769,Fits perfect.,
1770,,
1771,,
1772,,
1773,So lovely.  perfect print / graphic.  want to buy in both colors but the yellow is perfection.,
1774,"Very soft material, length is great, a little more loose than i would have liked.",
1775,Fit is perfect. body slimming. i'm glad i purchased it.,
1776,Im short (5'2'') so it's a little long on me! but it's super cute and i love it!!,
1777,Love my new wardrobe addition. fits perfect and goes with everything,
1778,The green color was beautiful but the top was too low cut and looked more maternity than boho.,
1779,,
1780,,
1781,Cute design and interesting back feature. runs a little big and is comfortable and flowy.,
1782,,
1783,,
1784,,
1786,So much cuter than the picture. i bought a m and i'm a 34c i thought it was comfy n flattering,
1787,Comfortable & the color was great. just as it looks in the picture. nice design,
1788,,
1789,,
1790,"Love this sweater! not too long or bulky,true to size. the fabric is super soft, great quality!",
1791,,
1792,,
1793,I love the style and the flow of this shirt. definitely worth the purchase and very flattering!,
1794,,
1796,,
1797,This lacey dress fits well and is very comfortable.,
1798,,
1799,,
1800,,
1801,,
1802,,
1803,,
1804,,
1805,"For me, the v was too deep on this one, but the colors are beautiful.",
1806,,
1807,"Exciting design, beautiful fabric. love this dress",
1808,,
1809,,
1810,"Love the knit, color, texture--but oddly a short and boxy fit...and so...not flattering.",
1811,This  is more of a cover up than something you would wear out .,
1812,,
1813,"Very pretty as shown, runs true to size, however fabric is scratchy on skin.",
1814,"Great fit, runs maybe a tad big but overall great fit/quality.",
1815,It's such a pretty top but i felt that it looked maternity-ish so i returned it.,
1816,,
1817,Ordered these in a size 32 and they fit perfectly!,
1818,"Amazing style, great fabric and a dress for all occasions. bought the black and love it!",
1819,Comfortable and a great color for spring and summer,
1820,,
1821,,
1822,,
1823,,
1824,"This top is an easy, classy staple for summer -tts and drapes well, great shape",
1825,,
1826,These pants feel great. fit is true to size. the blue color is very unique. definitely recommend!,
1827,,
1828,Comfy. i bought the moss color i really like it. great causal pant for spring and summer,
1829,"Pants are professional, super comfortable and color matches loads of tops. love them.",
1830,I really love this sweater. beautiful color and nice texture. i can't wait to wear it.,
1831,This runs a little big and falls off the shoulders a bit. i didn't like it as much as i had hoped.,
1832,I sized down one size and it's still too big with the double v-neck style. this is going back.,
1833,,
1834,,
1835,"Just what i was looking for. soft, cozy and warm.",
1836,"I love this robe, it is my new favorite for lounging around the house",
1837,,
1838,"I got the size wrong, and the right size was ot available - so sad! i really loved this.",
1839,"Love it, super cute, super comfortable. watch those bra straps!",
1840,,
1841,"I love this sweater it's so cute and so soft, and warm!",
1842,"Great cardigan that can be put over everything! cute with yoga pants, jeans, or something dressier.",
1843,,
1844,Very comfy and warm! i love this! i bought the xs even though i am usually a s or xs.,
1845,True to size and lovely colors. bought this for my granddaughter and she loved it.,
1846,,
1847,,
1848,,
1850,I love this dress!,
1851,"Love the detail of this top; however, it runs large and had no shape on me",
1852,This is really cute - with a statement necklace or without. jeans or shorts. love it.,
1853,I bought this sweater and love it! one of my favorites this season.,
1854,"Love love! beautiful, soft, great color! very comfortable!",
1855,Fits and lots nothing like picture. very wide like a tent dress!,
1856,,
1857,Super cute but order at least one size up,
1859,Super cute skirt. i decided to return it because i felt like i did't have enough tops to go with it.,
1860,,
1861,"Bought this tank on a whim, but i'm so happy i did! so flattering, comfy and well made.",
1862,The material feels nice and i love the flared arms.,
1863,I love these overalls  but they run very small?i had to return and reorder.,
1864,This pjs are adorable!! they run tts and are extremely comfortable!,
1865,"Pretty pyjama pants that can be worn running errands, dropping off kids.",
1866,,
1867,,
1868,Love this sweater. comfy and trendy. can't wait to wear with my new retailer knit leggings!,
1869,Runs small. arms very short and hits in the wrong place across your chest. would not recommend.,
1870,"Whimsical and elegant. fits a bit snug in rib cage, but that works well for me. i'm a 32c.",
1871,"This tunic is flattering and high quality, just be sure you size down!",
1872,Great top.  high quality.  could use some stretch.   recommend it!,
1873,,
1874,,
1875,,
1876,The color was very different and vibrant. chose to size up for extra room and length,
1877,These shorts are very flattering. will def. purchase another pair.,
1878,I love this!!!! nice and lightweight. super stylish,
1879,These have become my go-to shorts as i can dress them up or down,
1880,Legs are too wide. the fabric is rough to the touch.,
1881,This is a super cute tunic - it is simply way too big.,
1882,"This suit was high quality, and a cute design. however, it is clearly made for a lean body type.",
1883,I love this!! great quality and super cozy. perfect to throw on for casual summer nights.,
1884,This is a great quality product with unique design,
1885,Cute tunic.  fits on the fitted side but i love it with a vest layered over. nice material.,
1886,,
1887,Comfortable and cute. versatile colors that can be worn with virtually anything.,
1889,Not a pretty blouse - it's quite utilitarian in design - and it runs enormous.,
1890,I loved this top so much i bought both colors! soft and warm without being too thick or bulky.,
1891,,
1892,"I am 5'3"", 28/38 and got the sp. had no issues whatsoever, and love the colors.",
1893,,
1894,"This dress would have been perfect in a medium petite. beautiful dress, wish i had sized down",
1895,Very cute and true to size if not just a little large up top.,
1896,Fits true to size. very feminine. it's great with skinny jeans. not quite the length of tunic,
1897,,
1898,"Size down, runs a bit large, sleeves are cute and overall a pretty piece",
1899,"Love this flowing, cute top! casual, but can be easily dressed up. great fit.",
1900,This sweater coat is very bulky and has an odd and unflattering shape when on.,
1901,I like this raincoat but it runs large. exchanging for a smaller size.,
1902,This top is perfect! very comfortable and flattering for any body type.,
1903,I never write reviews,
1904,Extremely soft and comfortable. fit very well. should travel really well.,
1905,,
1906,Looks professional but wears like a sweater! so comfy!,
1907,,
1908,Super cute jacket .perfect for fall i can't stop wearing it,
1909,Love the jacket! so versatile! would probably order up a size if you like a loose fit.,
1910,"Aesthetically pleasing and very well-made. love it! but, does run large.",
1911,Loved this online and even better in person. inner lining is like a cozy sweatshirt!,
1912,Comfortable and warm. i will wear this a lot this winter.,
1913,"Good fit, quality, similar to the brand's other jeans.",
1914,I love these pants - they are very soft but the linen is thick and high-quality.,
1915,,
1916,,
1917,"Warm and cozy tights for my daughter, she loves them!",
1918,,
1919,,
1920,I see many uses for this sweater. it is so whimsical. i love it!,
1921,"Fits true to size! looks great just wish it was a tad longer but i am 5'10"" so...",
1922,,
1923,,
1924,,
1925,"The fabric is very comfortable and soft.
love it - great fit.(tts)
would recommend",
1926,Very interesting material.  the very subtle/light window pane pattern is perfect.,
1927,"I love this dress so much, very detailed and comfortable. looks great with the pilcro vest.",
1928,Not what i expected. they ran very small and the fabric seemed cheap for the price. returned.,
1929,,
1930,,
1931,This top is so pretty and feminine. i love how the design and quality of this top.,
1932,This is so soft and really cute. would be a good bathing suit cover- must wear a cami under it.,
1933,These shorts are super comfy and the color is awesome!,
1934,,
1935,,
1936,,
1937,So soft and comfortable ? i wish i'd bought the other colour too!,
1938,Love these jeans.,
1939,Love the sleeves - good length and fit. it's a basic tee that has added flare.,
1940,Runs a bit small. very slimming. love these. when will they be available in moss again?,
1941,I purchased these in white and love them! fit my muscular thighs fine.,
1942,Cute fit but... split in the thigh after two weeks. and i'm not a big gal. poor quality.,
1943,"Run large and leg is very wide. even sizing down, they seemed too floppy.",
1944,I love this top!! very comfortable. wear it alone or under a sweater. i have the black also.,
1945,Looks so fun and whimsical on. love love love this for photos especially,
1946,,
1947,,
1948,I love this shirt! the pictures do not do it justice. intricate detail. lovely.,
1949,"I love it!!! i can wear out to dinner or just out to lunch with
friends!",
1950,"Just beautiful dress! it dits perfectly, tts and i feel like princess in it! highly recommend girls!",
1951,,
1952,Very cute top but it seems like it won't hold it's shape very long. cheaply constructed.,
1953,,
1954,,
1955,,
1956,"This shirt is cute, nice cut, but i don't love it. best as a sleeping tank.",
1957,,
1958,I love this vest! it's perfect for day and dress up for the evening. very comfy!,
1959,,
1960,"Great, light weight sweater. very simple and soft from the front and the back is adorable.",
1961,,
1962,Lovely dress but runs at least a full size too big.,
1963,I love this sweater! timeless--classical with an edge! i will have it until the end.,
1964,,
1965,Nice work dress. flirty style for spring.,
1966,Great fitting longer tee. comfortable and light. longer short sleeve a nice change from cap sleeves.,
1967,So comfortable-so versatile-so perfect,
1968,"This top is perfect for a weekend casual look. you will love this, it fits true to size.",
1969,,
1970,This is my go to top during the not so cold winter days.. can't be dressed up or down..,
1971,I love this top.the only thing negative is how thin and cheap the material feels.,
1972,,
1973,"I love this tee, the fabric is very comfortable and the v-neck is not too deep for petites!",
1974,Pretty white pants with nice design at the bottom of the legs. had to have them hemmed a little.,
1975,,
1976,,
1977,This dress is gorgeous. it is a perfect fit and very flattering.,
1978,"These pants are great, super cute and comfy. the price is too high but i do love them.",
1979,,
1980,"Super flattering, a great length for me (5'9"") but very sheer.",
1981,,
1982,"These are very well constructed, medium weight, besutiful leggings.",
1983,,
1984,Super cute t-shirt keep in mind to is fairly long,
1985,"Love this, it's a great update your basic tee!",
1986,"Very cute, but i would not call it pink. it's more of a melon color.",
1987,"Love this sweater! warm, cozy and and not ordinary!!! fits great too! no surprises!",
1988,This is a great everyday top that is very versatile.,
1989,,
1990,Dress really pretty and great quality. slip is small if large breasted.,
1991,Runs a tad big but not enough to say it runs large if that makes sense - but just beautiful!,
1992,Love this sweater! it is very simple but pretty! it has a very flattering fit and is comfortable.,
1993,"This dress is a beautiful classic ! i am 5""3 113 size 0 fits perfectly !",
1994,"Beautiful, timeless dress. runs small, straight fit. can't wait to wear it to work or a function,",
1995,These are the perfect combination of comfort and beauty. i highly recommend.,
1996,"These pants are so comfortable and i love the color, but they did not work for me.",
1997,Great casual weekend pants and super comfy and great color.,
1998,"These pants are great! they are comfortable, light and flowy. they are perfect for summer!",
1999,,
2000,Sweet leg warmers that are fun and cute too! kept me warm when out in this frosty morning!,
2001,Great pants! great fall colors. great for day or night. super fun and funky. love them!,
2002,"Great color but frumpy fit. if you have any bust, it looks a bit like maternity",
2003,Nice non clingy cut. has details so more than a basic t-shirt.,
2004,Made my wedding outfit perfect!,
2005,"Love these chinos, super soft and amazingly comfy.....and quite flattering for wide-leg pants!",
2006,"This top fits tts. the sweater part is cream, eyelet material is white. love it!",
2007,I love this top. i wish i had more like this to cycle into my wardrobe,
2008,I loved the layered look without all the bulk. the different textures make it so interesting.,
2009,"Just gorgeous, the dress makes a nice transition piece for early fall! perfect in every way!",
2010,Very cute print but runs large. it is really long too.,
2011,,
